concat,weighted_sum,V
6 13 6,115,397.4665701389314
6 13 7,116,400.9664952754976
6 13 8,117,404.45664525032055
6 13 9,118,407.96056389808666
6 13 10,119,411.4826321601869
6 13 11,120,415.0058925151826
6 13 12,121,418.5376167297365
6 13 13,122,422.0813512802125
6 13 14,123,425.6227612495424
6 13 15,124,429.1723966598512
6 13 16,125,432.6606095
6 14 0,110,380.10051846504217
6 14 1,111,383.5453093051911
6 14 2,112,387.0399892
6 14 3,113,390.5109167099
6 14 4,114,393.9882814884186
6 14 5,115,397.4865972995759
6 14 6,116,400.9661972522737
6 14 7,117,404.4843912124635
6 14 8,118,407.9801440238954
6 14 9,119,411.51079535484325
6 14 10,120,415.0300025939943
6 14 11,121,418.5589253902437
6 14 12,122,422.1009612083436
6 14 13,123,425.6521761
6 14 14,124,429.20321226120006
6 14 15,125,432.6928555965425
6 14 16,126,436.3353252
6 15 0,111,383.5617303848267
6 15 1,112,387.0468139648438
6 15 2,113,390.52131772041326
6 15 3,114,393.9995765686036
6 15 4,115,397.4910676479341
6 15 5,116,400.98559856414806
6 15 6,117,404.4979810714723
6 15 7,118,408.00756216049206
6 15 8,119,411.5292131900789
6 15 9,120,415.0606989860536
6 15 10,121,418.58866810798656
6 15 11,122,422.1294522285463
6 15 12,123,425.6829619407655
6 15 13,124,429.2327761650087
6 15 14,125,432.7344894409181
6 15 15,126,436.3660812377931
6 15 16,127,439.9456679821016
6 16 0,112,387.02636957168585
6 16 1,113,390.5279934406281
6 16 2,114,394.02046799659735
6 16 3,115,397.4965215
6 16 4,116,401.0085165500642
6 16 5,117,404.5143425464631
6 16 6,118,408.0284833908082
6 16 7,119,411.55338287353527
6 16 8,120,415.08042812347423
6 16 9,121,418.61659288406383
6 16 10,122,422.1623539924623
6 16 11,123,425.7112741470338
6 16 12,124,429.2668402194978
6 16 13,125,432.7434897422792
6 16 14,126,436.4040494
6 16 15,127,439.9805366992952
6 16 16,128,443.5668885707856
7 0 0,112,365.4246032238007
7 0 1,113,368.9659237861634
7 0 2,114,372.4064528942109
7 0 3,115,375.9498894214631
7 0 4,116,379.45899367332464
7 0 5,117,382.9431533813477
7 0 6,118,386.4275813102723
7 0 7,119,389.9215757846833
7 0 8,120,393.42463016510015
7 0 9,121,396.9391584396363
7 0 10,122,400.5094766616822
7 0 11,123,404.0405154228211
7 0 12,124,407.5823128
7 0 13,125,411.12631559371954
7 0 14,126,414.68060016632086
7 0 15,127,418.2334244251252
7 0 16,128,421.8094050884248
7 1 0,113,368.9625263214112
7 1 1,114,372.44457006454473
7 1 2,115,375.92551112174993
7 1 3,116,379.4677555561066
7 1 4,117,382.9496502876282
7 1 5,118,386.43559813499456
7 1 6,119,389.9205327033997
7 1 7,120,393.4267461299897
7 1 8,121,396.9398736953736
7 1 9,122,400.48998594284063
7 1 10,123,404.0401875972749
7 1 11,124,407.57897496223455
7 1 12,125,411.12965345382696
7 1 13,126,414.68396782875067
7 1 14,127,418.2423353195191
7 1 15,128,421.81393504142767
7 1 16,129,425.38693547248846
7 2 0,114,372.40338325500494
7 2 1,115,375.9219944477082
7 2 2,116,379.43497300148016
7 2 3,117,382.9539716243745
7 2 4,118,386.44146919250494
7 2 5,119,389.92819190025335
7 2 6,120,393.43097805976873
7 2 7,121,396.9449400901795
7 2 8,122,400.5209505558015
7 2 9,123,404.0363729000092
7 2 10,124,407.5876176
7 2 11,125,411.1375212669373
7 2 12,126,414.6859645843506
7 2 13,127,418.25023293495184
7 2 14,128,421.8222796916962
7 2 15,129,425.3900945186616
7 2 16,130,428.97349596023565
7 3 0,115,375.92619657516485
7 3 1,116,379.4372975826264
7 3 2,117,382.95152783393866
7 3 3,118,386.4408135414124
7 3 4,119,389.9365067481995
7 3 5,120,393.4464156627656
7 3 6,121,396.9544470310212
7 3 7,122,400.5328714847565
7 3 8,123,404.0551185607911
7 3 9,124,407.5866043567658
7 3 10,125,411.1320674419404
7 3 11,126,414.69803452491766
7 3 12,127,418.2496070861817
7 3 13,128,421.820879
7 3 14,129,425.3947436809541
7 3 15,130,428.9853274822236
7 3 16,131,432.5665236
7 4 0,116,379.3805837631226
7 4 1,117,382.9451203346253
7 4 2,118,386.44140958786016
7 4 3,119,389.9482190608979
7 4 4,120,393.4613466262818
7 4 5,121,396.965116262436
7 4 6,122,400.4781544208527
7 4 7,123,404.0659964084626
7 4 8,124,407.6029062271119
7 4 9,125,411.1455679
7 4 10,126,414.6913588047028
7 4 11,127,418.2787239551545
7 4 12,128,421.8267202
7 4 13,129,425.3955781459809
7 4 14,130,428.98511886596685
7 4 15,131,432.5731098651887
7 4 16,132,436.1661970615388
7 5 0,117,382.9206824302674
7 5 1,118,386.4625990390778
7 5 2,119,389.9415731430054
7 5 3,120,393.45759153366095
7 5 4,121,396.9846963882447
7 5 5,122,400.4878699779511
7 5 6,123,404.0668010711671
7 5 7,124,407.6210856437684
7 5 8,125,411.1547172
7 5 9,126,414.705365896225
7 5 10,127,418.2741045951844
7 5 11,128,421.84764146804815
7 5 12,129,425.4178702831269
7 5 13,130,428.9860129356385
7 5 14,131,432.5757026672365
7 5 15,132,436.1732900142671
7 5 16,133,439.7861361503602
7 6 0,118,386.43950223922735
7 6 1,119,389.9512887001038
7 6 2,120,393.4580981731416
7 6 3,121,396.9774544239045
7 6 4,122,400.4981815814973
7 6 5,123,404.0723443031312
7 6 6,124,407.6195955
7 6 7,125,411.16118431091314
7 6 8,126,414.7236049175263
7 6 9,127,418.2849824428559
7 6 10,128,421.8457639217377
7 6 11,129,425.4187345504761
7 6 12,130,429.0054142475129
7 6 13,131,432.5822591781617
7 6 14,132,436.1808300018312
7 6 15,133,439.7849440574647
7 6 16,134,443.3971047401429
7 7 0,119,389.9467289447785
7 7 1,120,393.4625685214997
7 7 2,121,396.9836533069611
7 7 3,122,400.5075097084046
7 7 4,123,404.0371179580689
7 7 5,124,407.6226055622101
7 7 6,125,411.1697375774384
7 7 7,126,414.7131741046906
7 7 8,127,418.28972101211554
7 7 9,128,421.8603670597077
7 7 10,129,425.4311025
7 7 11,130,429.014414548874
7 7 12,131,432.5989484786989
7 7 13,132,436.1957609653474
7 7 14,133,439.8014247417451
7 7 15,134,443.4101283550264
7 7 16,135,447.0178782939912
7 8 0,120,393.4635519981385
7 8 1,121,396.9841599464417
7 8 2,122,400.52041411399847
7 8 3,123,404.0474891662598
7 8 4,124,407.6341390609742
7 8 5,125,411.1782908439637
7 8 6,126,414.7340357
7 8 7,127,418.2943403720856
7 8 8,128,421.8831360340119
7 8 9,129,425.4472553730012
7 8 10,130,429.0257096290589
7 8 11,131,432.6205849647523
7 8 12,132,436.20771169662487
7 8 13,133,439.8118257522584
7 8 14,134,443.4141516685487
7 8 15,135,447.03200459480297
7 8 16,136,450.6531655788423
7 9 0,121,396.9990015029908
7 9 1,122,400.51025152206427
7 9 2,123,404.0636122226716
7 9 3,124,407.6133370399476
7 9 4,125,411.1919403076173
7 9 5,126,414.75954651832586
7 9 6,127,418.3125197887421
7 9 7,128,421.8869805335999
7 9 8,129,425.4641234874726
7 9 9,130,429.0426075458527
7 9 10,131,432.6323866844178
7 9 11,132,436.2316131591798
7 9 12,133,439.8297667503358
7 9 13,134,443.4355199337007
7 9 14,135,447.0439255237581
7 9 15,136,450.6749510765077
7 9 16,137,454.2956054210664
7 10 0,122,400.5266129970551
7 10 1,123,404.05854582786566
7 10 2,124,407.6032340526581
7 10 3,125,411.2123847007752
7 10 4,126,414.7788286209107
7 10 5,127,418.3271229267121
7 10 6,128,421.8983054161072
7 10 7,129,425.4730343818665
7 10 8,130,429.0629327297211
7 10 9,131,432.6407909393312
7 10 10,132,436.24043464660656
7 10 11,133,439.84204530715954
7 10 12,134,443.4475600719453
7 10 13,135,447.0644593238832
7 10 14,136,450.6874680519105
7 10 15,137,454.30973172187817
7 10 16,138,457.9480290412904
7 11 0,123,404.0859043598176
7 11 1,124,407.6108634471894
7 11 2,125,411.1644625663758
7 11 3,126,414.7698879241944
7 11 4,127,418.3538854122162
7 11 5,128,421.9079911708832
7 11 6,129,425.4896640777589
7 11 7,130,429.0756285190583
7 11 8,131,432.66335129737865
7 11 9,132,436.2635612487794
7 11 10,133,439.8629367351533
7 11 11,134,443.4803128242494
7 11 12,135,447.0835328102113
7 11 13,136,450.7068097591401
7 11 14,137,454.3278813362123
7 11 15,138,457.96871185302746
7 11 16,139,461.6021215915681
7 12 0,124,407.61697292327887
7 12 1,125,411.1746252
7 12 2,126,414.77552056312567
7 12 3,127,418.3448553085328
7 12 4,128,421.9325482845307
7 12 5,129,425.5030453205109
7 12 6,130,429.0886819362641
7 12 7,131,432.6755702495576
7 12 8,132,436.27652525901806
7 12 9,133,439.8806691
7 12 10,134,443.4898197650911
7 12 11,135,447.1055269241334
7 12 12,136,450.7276415824891
7 12 13,137,454.3496668338777
7 12 14,138,457.98909664154064
7 12 15,139,461.6229236125947
7 12 16,140,465.1845991611482
7 13 0,125,411.1857116222382
7 13 1,126,414.74720835685736
7 13 2,127,418.3581173419953
7 13 3,128,421.93171381950384
7 13 4,129,425.5226850509644
7 13 5,130,429.1046559810639
7 13 6,131,432.7015578746797
7 13 7,132,436.2970590591432
7 13 8,133,439.9192035198213
7 13 9,134,443.5156583786012
7 13 10,135,447.1284449100496
7 13 11,136,450.7587254047395
7 13 12,137,454.3788731098176
7 13 13,138,458.0073654651643
7 13 14,139,461.6509675979616
7 13 15,140,465.1947617530824
7 13 16,141,468.940317630768
7 14 0,126,414.7644937038422
7 14 1,127,418.3380603790284
7 14 2,128,421.94548249244696
7 14 3,129,425.5337119102479
7 14 4,130,429.11562323570257
7 14 5,131,432.7147006988527
7 14 6,132,436.33034825325024
7 14 7,133,439.9291872978212
7 14 8,134,443.5437024
7 14 9,135,447.15794920921337
7 14 10,136,450.7820010185243
7 14 11,137,454.40644025802624
7 14 12,138,458.03561806678783
7 14 13,139,461.68005466461193
7 14 14,140,465.2807116508485
7 14 15,141,468.9691364765168
7 14 16,142,472.61279821395885
7 15 0,127,418.3159172534943
7 15 1,128,421.965628862381
7 15 2,129,425.56977272033697
7 15 3,130,429.1481971740724
7 15 4,131,432.7328503131868
7 15 5,132,436.3495707511903
7 15 6,133,439.9518668651582
7 15 7,134,443.5641169548036
7 15 8,135,447.1795856952669
7 15 9,136,450.8073925971986
7 15 10,137,454.4300436973573
7 15 11,138,458.0683708190919
7 15 12,139,461.70666813850414
7 15 13,140,465.3100967407228
7 15 14,141,468.9989984035493
7 15 15,142,472.6449251174928
7 15 16,143,476.2987792491914
7 16 0,128,421.8905866146088
7 16 1,129,425.5525469779969
7 16 2,130,429.1650950908662
7 16 3,131,432.74983763694775
7 16 4,132,436.3607764244081
7 16 5,133,439.9706721305848
7 16 6,134,443.5822069644929
7 16 7,135,447.2087621688844
7 16 8,136,450.8359134197236
7 16 9,137,454.4735848903657
7 16 10,138,458.0987394
7 16 11,139,461.7443382740022
7 16 12,140,465.35152196884167
7 16 13,141,469.0294861793519
7 16 14,142,472.6749658584596
7 16 15,143,476.3328731060029
7 16 16,144,479.9936413764955
8 0 0,128,399.0610837936402
8 0 1,129,402.6620090007783
8 0 2,130,406.3003957271577
8 0 3,131,410.0039601325989
8 0 4,132,413.6039316654206
8 0 5,133,417.16009378433233
8 0 6,134,420.76060175895697
8 0 7,135,424.42005872726446
8 0 8,136,428.0665814876557
8 0 9,137,431.7011535167695
8 0 10,138,435.38677692413336
8 0 11,139,439.0815496444703
8 0 12,140,442.73132085800177
8 0 13,141,446.36923074722296
8 0 14,142,450.0183463096619
8 0 15,143,453.6738097667695
8 0 16,144,457.34763145446783
8 1 0,129,402.67094969749456
8 1 1,130,406.3438475131989
8 1 2,131,410.0149869918824
8 1 3,132,413.6066436767578
8 1 4,133,417.2103703022004
8 1 5,134,420.8000302314759
8 1 6,135,424.4232177734376
8 1 7,136,428.0615150928498
8 1 8,137,431.7160844802857
8 1 9,138,435.3874027729035
8 1 10,139,439.09659981727606
8 1 11,140,442.7278339862824
8 1 12,141,446.3966190814973
8 1 13,142,450.01852512359625
8 1 14,143,453.6829590797425
8 1 15,144,457.3486745357514
8 1 16,145,461.0017240047456
8 2 0,130,406.2547087669373
8 2 1,131,409.9708199501038
8 2 2,132,413.6121273040772
8 2 3,133,417.22136735916143
8 2 4,134,420.810729265213
8 2 5,135,424.4296252727509
8 2 6,136,428.0785322189332
8 2 7,137,431.6784441471101
8 2 8,138,435.3929162025452
8 2 9,139,439.1125738620759
8 2 10,140,442.7351355552674
8 2 11,141,446.3945925235749
8 2 12,142,450.0330090522767
8 2 13,143,453.6966681480408
8 2 14,144,457.3458135128022
8 2 15,145,460.9832167625428
8 2 16,146,464.6828472614289
8 3 0,131,409.9658131599427
8 3 1,132,413.5735034942628
8 3 2,133,417.1715975
8 3 3,134,420.8145141601563
8 3 4,135,424.39323663711554
8 3 5,136,428.0310273170472
8 3 6,137,431.68839812278753
8 3 7,138,435.34588813781744
8 3 8,139,439.0789866447449
8 3 9,140,442.7443742752076
8 3 10,141,446.39658927917486
8 3 11,142,450.039953
8 3 12,143,453.6959528923035
8 3 13,144,457.3524892
8 3 14,145,461.03340387344366
8 3 15,146,464.68001604080206
8 3 16,147,468.3257341384888
8 4 0,132,413.57517242431646
8 4 1,133,417.17311739921576
8 4 2,134,420.8178818225861
8 4 3,135,424.4028925895692
8 4 4,136,428.0465245246888
8 4 5,137,431.6979647
8 4 6,138,435.3699088096619
8 4 7,139,439.09302353858953
8 4 8,140,442.7503645420075
8 4 9,141,446.4081525802613
8 4 10,142,450.0646889209748
8 4 11,143,453.7076354026795
8 4 12,144,457.3509097099305
8 4 13,145,461.0092938
8 4 14,146,464.68657255172735
8 4 15,147,468.32951903343206
8 4 16,148,472.00024127960216
8 5 0,133,417.1340763568879
8 5 1,134,420.8027720451356
8 5 2,135,424.4377613067628
8 5 3,136,428.05409431457525
8 5 4,137,431.6925704479218
8 5 5,138,435.3738129138947
8 5 6,139,439.0734136104584
8 5 7,140,442.7774548530579
8 5 8,141,446.4102983474732
8 5 9,142,450.0583708286286
8 5 10,143,453.7044763565064
8 5 11,144,457.3730528354645
8 5 12,145,461.04049682617193
8 5 13,146,464.67322111129766
8 5 14,147,468.33875775337225
8 5 15,148,472.0078706741334
8 5 16,149,475.7010043
8 6 0,134,420.7853078842164
8 6 1,135,424.4259595870972
8 6 2,136,428.0197918
8 6 3,137,431.7263662815095
8 6 4,138,435.3444278240205
8 6 5,139,439.03878331184393
8 6 6,140,442.7477121
8 6 7,141,446.4216232299805
8 6 8,142,450.0744342803956
8 6 9,143,453.69634032249456
8 6 10,144,457.37490057945257
8 6 11,145,461.0485733
8 6 12,146,464.6779596805573
8 6 13,147,468.3561325073243
8 6 14,148,472.0158874988557
8 6 15,149,475.7108688354493
8 6 16,150,479.4094562530519
8 7 0,135,424.4394004344941
8 7 1,136,428.0256927013398
8 7 2,137,431.6934347152711
8 7 3,138,435.3539943695069
8 7 4,139,439.0414953231812
8 7 5,140,442.72458553314215
8 7 6,141,446.43178582191473
8 7 7,142,450.0920176506043
8 7 8,143,453.7365138530732
8 7 9,144,457.3854207992554
8 7 10,145,461.02276444435125
8 7 11,146,464.6891653537751
8 7 12,147,468.3615267276765
8 7 13,148,472.0278084278108
8 7 14,149,475.7416844367982
8 7 15,150,479.4226885
8 7 16,151,483.0854535102845
8 8 0,136,428.0558824539185
8 8 1,137,431.7007958889008
8 8 2,138,435.3632926940919
8 8 3,139,439.009577
8 8 4,140,442.6919519901276
8 8 5,141,446.4609622955323
8 8 6,142,450.1020014286042
8 8 7,143,453.7413120269776
8 8 8,144,457.3736190795899
8 8 9,145,461.0562920570374
8 8 10,146,464.7145867347718
8 8 11,147,468.3660566806794
8 8 12,148,472.079247236252
8 8 13,149,475.7594466209413
8 8 14,150,479.43204641342174
8 8 15,151,483.1056594848634
8 8 16,152,486.7941439151765
8 9 0,137,431.7110478878022
8 9 1,138,435.37440896034246
8 9 2,139,438.9927685260773
8 9 3,140,442.6915347576142
8 9 4,141,446.4311898
8 9 5,142,450.102597475052
8 9 6,143,453.7434279918671
8 9 7,144,457.40398764610296
8 9 8,145,461.0655903816224
8 9 9,146,464.7389948368073
8 9 10,147,468.42694282531744
8 9 11,148,472.0904827117921
8 9 12,149,475.76770186424267
8 9 13,150,479.4500470161439
8 9 14,151,483.1292927265168
8 9 15,152,486.8062734603883
8 9 16,153,490.4890060424806
8 10 0,138,435.3409111499787
8 10 1,139,439.0019774436951
8 10 2,140,442.70205497741705
8 10 3,141,446.40022516250616
8 10 4,142,450.0948488712312
8 10 5,143,453.75257730484014
8 10 6,144,457.41680264472967
8 10 7,145,461.0805809497834
8 10 8,146,464.7729396820069
8 10 9,147,468.43707561492926
8 10 10,148,472.1238613128663
8 10 11,149,475.78930854797375
8 10 12,150,479.4642627239229
8 10 13,151,483.13754796981823
8 10 14,152,486.8204891681672
8 10 15,153,490.5092716217042
8 10 16,154,494.2015111446382
8 11 0,139,439.01455402374273
8 11 1,140,442.6616728305817
8 11 2,141,446.3388621807099
8 11 3,142,450.0825405
8 11 4,143,453.7867605686188
8 11 5,144,457.4246705
8 11 6,145,461.1118435859681
8 11 7,146,464.783936738968
8 11 8,147,468.4585928916932
8 11 9,148,472.1304178237916
8 11 10,149,475.8036732673646
8 11 11,150,479.4890285
8 11 12,151,483.1583797931672
8 11 13,152,486.8469834327699
8 11 14,153,490.5288517475129
8 11 15,154,494.2196309566499
8 11 16,155,497.8218078613282
8 12 0,140,442.6811039447785
8 12 1,141,446.3592171669007
8 12 2,142,450.0179588794709
8 12 3,143,453.7933468818665
8 12 4,144,457.46043324470526
8 12 5,145,461.13759279251104
8 12 6,146,464.8023545742036
8 12 7,147,468.4833884239198
8 12 8,148,472.15044498443615
8 12 9,149,475.8300483226777
8 12 10,150,479.51558232307445
8 12 11,151,483.18135738372814
8 12 12,152,486.8631064891816
8 12 13,153,490.5233681201936
8 12 14,154,494.2118525505067
8 12 15,155,497.8514015674592
8 12 16,156,501.5834569931032
8 13 0,141,446.3336467742921
8 13 1,142,450.02728700637823
8 13 2,143,453.7538886070252
8 13 3,144,457.48826861381536
8 13 4,145,461.1567854881287
8 13 5,146,464.8105204105378
8 13 6,147,468.4925973415376
8 13 7,148,472.1728265285493
8 13 8,149,475.8506119251253
8 13 9,150,479.5237481594087
8 13 10,151,483.177959918976
8 13 11,152,486.8611693382264
8 13 12,153,490.5503690242769
8 13 13,154,494.2473769187928
8 13 14,155,497.86582589149486
8 13 15,156,501.6067624092103
8 13 16,157,505.2724480628968
8 14 0,142,450.0058591365815
8 14 1,143,453.7088871002198
8 14 2,144,457.4644565582276
8 14 3,145,461.1652195453645
8 14 4,146,464.8306667804719
8 14 5,147,468.5074985027314
8 14 6,148,472.1623063087465
8 14 7,149,475.84337
8 14 8,150,479.53689098358166
8 14 9,151,483.2108318805696
8 14 10,152,486.9122505187989
8 14 11,153,490.5706346035005
8 14 12,154,494.26159262657177
8 14 13,155,497.9364275932313
8 14 14,156,501.63304805755627
8 14 15,157,505.3017139434816
8 14 16,158,509.00989770889294
8 15 0,143,453.7228345870972
8 15 1,144,457.3876261711121
8 15 2,145,461.1834883689881
8 15 3,146,464.8562371730805
8 15 4,147,468.49879622459423
8 15 5,148,472.1989333629609
8 15 6,149,475.8915007114412
8 15 7,150,479.5477688312532
8 15 8,151,483.21738839149486
8 15 9,152,486.9095087051393
8 15 10,153,490.6011819839479
8 15 11,154,494.29243803024303
8 15 12,155,497.9819655418397
8 15 13,156,501.6618967056276
8 15 14,157,505.3277611732484
8 15 15,158,509.0343952178956
8 15 16,159,512.7291083335878
8 16 0,144,457.3589563369752
8 16 1,145,461.1148536205292
8 16 2,146,464.8741185665131
8 16 3,147,468.5473144054414
8 16 4,148,472.2037613391877
8 16 5,149,475.90383887290966
8 16 6,150,479.5806407928468
8 16 7,151,483.26948285102856
8 16 8,152,486.9385361671449
8 16 9,153,490.63730239868175
8 16 10,154,494.3298697
8 16 11,155,497.9645609855653
8 16 12,156,501.7274618148805
8 16 13,157,505.3957104682924
8 16 14,158,509.06336307525646
8 16 15,159,512.7636194229127
8 16 16,160,516.4123774
